时间,LD1电流(A),LD1电压(V),LD2电流(A),LD2电压(V),PD温度(℃),PD功率(W),TEC1温度(℃),TEC1电流(A),TEC1功率(W),TEC2温度(℃),TEC2电流(A),TEC2功率(W),TEC3温度(℃),TEC3电流(A),TEC3功率(W),TEC4温度(℃),TEC4电流(A),TEC4功率(W),
2025年12月13日 18:17:53.111,0.4,0.9,0.4,1.0,2411.0,2028.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:17:54.113,0.4,0.9,0.4,1.0,2348.0,2015.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:17:55.111,0.4,0.9,0.4,1.0,2307.0,2024.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:17:56.112,0.4,0.9,0.4,0.9,2270.0,2019.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:17:57.111,0.4,0.9,0.4,1.0,2191.0,2045.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:17:58.112,0.4,0.9,0.4,0.9,2231.0,2044.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:17:59.111,0.4,0.9,0.4,1.0,2424.0,2004.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:00.110,0.4,0.9,0.4,1.0,2397.0,2020.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:01.110,0.4,0.9,0.4,0.9,2437.0,2025.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:02.110,0.4,0.9,0.4,1.0,2395.0,2024.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:18:03.111,0.4,0.9,0.4,1.1,2369.0,2007.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:04.112,0.4,1.0,0.4,1.0,2408.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:05.111,0.4,0.9,0.4,0.9,2401.0,2017.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:06.110,0.4,0.9,0.4,1.0,2446.0,2028.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:07.112,0.3,0.9,0.4,1.0,2320.0,2004.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:08.111,0.4,0.9,0.4,1.0,2253.0,2018.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:18:09.111,0.4,0.9,0.4,1.0,2164.0,2039.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:10.111,0.4,0.9,0.4,1.0,2422.0,1998.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:11.111,0.4,0.9,0.4,1.0,2352.0,1987.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:12.112,0.4,0.9,0.4,1.0,2346.0,2047.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:13.110,0.4,0.9,0.4,0.9,2315.0,2029.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:14.111,0.4,1.0,0.4,1.0,2253.0,2052.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:15.111,0.4,0.9,0.4,0.9,2349.0,1980.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:16.111,0.4,0.9,0.4,1.0,2302.0,2018.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:17.111,0.4,0.9,0.4,1.0,2368.0,1997.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:18.110,0.4,0.9,0.4,1.0,2328.0,1999.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:19.111,0.4,0.9,0.4,1.0,2353.0,1952.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:20.110,0.4,0.9,0.4,0.9,2369.0,1999.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:21.110,0.4,0.9,0.4,1.0,2376.0,2030.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:22.112,0.4,1.0,0.4,1.1,2345.0,1953.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:23.110,0.4,0.9,0.4,0.9,2237.0,2064.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:24.111,0.4,1.0,0.4,1.0,2341.0,2000.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:25.111,0.4,1.0,0.4,1.0,2346.0,2006.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:26.111,0.4,0.9,0.4,1.0,2288.0,2037.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:18:27.111,0.4,0.9,0.4,1.0,2216.0,2066.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:28.111,0.4,0.9,0.4,1.0,2371.0,2010.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:18:29.110,0.4,0.9,0.4,1.0,2220.0,2049.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:30.111,0.4,0.9,0.4,1.0,2275.0,2035.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:31.111,0.4,0.9,0.4,1.0,2386.0,2009.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:32.111,0.4,0.9,0.4,1.0,2316.0,2020.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:33.110,0.4,0.9,0.4,1.0,2293.0,2000.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:34.109,0.4,0.9,0.4,1.0,2205.0,2057.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:35.111,0.4,0.9,0.4,0.9,2242.0,2057.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:36.109,0.4,0.9,0.4,1.0,2276.0,2054.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:37.110,0.4,1.0,0.4,1.0,2211.0,2022.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:38.110,0.4,0.9,0.4,0.9,2359.0,2007.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:39.110,0.4,0.9,0.4,1.0,2411.0,2012.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:42.111,0.4,0.9,0.3,1.0,2403.0,2019.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:43.123,0.4,1.0,0.4,1.0,2332.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:45.126,0.4,0.9,0.4,0.9,2365.0,2002.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:46.120,0.4,0.9,0.4,1.0,2291.0,2038.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:18:49.131,0.4,0.9,0.4,0.9,2324.0,2020.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:18:50.132,0.4,0.9,0.4,1.0,2223.0,2092.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:53.138,0.4,0.9,0.3,0.9,2372.0,2017.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:18:54.139,0.4,0.9,0.4,1.0,2259.0,2035.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:57.142,0.4,0.9,0.4,1.0,2290.0,2031.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:18:58.139,0.4,0.9,0.4,1.0,2297.0,2016.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:02.133,0.4,0.9,0.4,0.9,2378.0,1968.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:03.144,0.4,0.9,0.4,0.9,2171.0,2059.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:04.149,0.4,0.9,0.4,0.9,2239.0,2060.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:05.152,0.4,1.0,0.4,0.9,2286.0,1983.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.161,0.4,0.9,0.4,1.0,2394.0,1983.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.188,0.4,0.9,0.4,1.0,2240.0,2102.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.215,0.4,0.9,0.4,1.0,2346.0,1999.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.243,0.4,0.9,0.4,1.0,2357.0,2012.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.269,0.4,0.9,0.4,0.9,2357.0,2012.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.295,0.4,0.9,0.4,0.9,2356.0,2009.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.309,0.4,0.9,0.4,0.9,2356.0,2009.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.336,0.4,0.9,0.4,1.0,2357.0,2002.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.363,0.4,0.9,0.4,1.0,2315.0,2027.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.388,0.4,0.8,0.4,1.0,2294.0,2047.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:19:06.415,0.4,1.0,0.4,0.9,2294.0,2047.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.442,0.4,1.0,0.4,1.0,2260.0,2020.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:06.469,0.4,0.9,0.4,1.0,2217.0,2083.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:07.156,0.4,0.9,0.4,0.9,2225.0,2064.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:08.156,0.4,0.9,0.4,0.9,2335.0,2018.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:09.157,0.4,0.9,0.4,1.0,2173.0,2067.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:10.159,0.4,0.9,0.4,0.9,2346.0,2034.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:11.157,0.4,0.9,0.4,0.9,2228.0,2081.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:12.156,0.4,0.9,0.4,0.9,2332.0,2005.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:13.157,0.4,0.9,0.4,0.9,2229.0,2032.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:14.157,0.4,0.9,0.4,0.9,2351.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:15.157,0.4,0.9,0.4,0.9,2290.0,2023.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:16.157,0.4,0.9,0.4,1.0,2219.0,2061.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:17.157,0.4,0.9,0.4,0.9,2428.0,2000.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:18.156,0.4,0.9,0.4,1.0,2205.0,2092.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:19.157,0.4,0.9,0.4,0.9,2392.0,2009.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:20.156,0.4,0.9,0.4,1.0,2423.0,1999.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:21.157,0.4,0.8,0.4,1.0,2215.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:22.157,0.4,0.9,0.3,0.9,2403.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:23.156,0.4,0.9,0.4,1.0,2336.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:24.157,0.4,0.9,0.4,1.0,2349.0,2018.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:25.156,0.4,0.9,0.4,1.0,2355.0,2001.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:26.164,0.4,0.9,0.4,0.9,2347.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:27.155,0.4,0.9,0.4,1.0,2352.0,2005.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:28.157,0.4,0.8,0.3,0.9,2358.0,1953.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:29.158,0.4,0.9,0.4,1.0,2275.0,2048.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:30.163,0.4,0.9,0.4,0.9,2355.0,1964.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:31.157,0.4,0.9,0.4,0.9,2225.0,2025.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:32.157,0.4,0.8,0.4,1.0,2248.0,2034.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:33.156,0.4,0.9,0.4,1.0,2368.0,2014.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:34.157,0.4,0.9,0.4,0.9,2403.0,2010.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:35.157,0.4,0.9,0.4,1.0,2375.0,1966.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:36.156,0.4,0.9,0.4,0.9,2247.0,2017.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:37.157,0.4,0.9,0.4,1.0,2261.0,2008.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:19:38.157,0.4,0.9,0.4,0.9,2257.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:39.157,0.4,0.9,0.4,0.9,2268.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:40.157,0.4,0.9,0.4,1.0,2369.0,2018.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:41.157,0.4,0.9,0.4,1.0,2381.0,1975.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:42.156,0.4,0.9,0.4,1.0,2318.0,1974.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:43.157,0.4,0.9,0.4,0.9,2169.0,2042.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:44.157,0.4,0.9,0.4,1.0,2307.0,1984.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:19:45.157,0.4,0.9,0.4,0.9,2365.0,2013.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:46.156,0.4,0.9,0.4,1.0,2364.0,2007.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:47.157,0.4,0.9,0.4,0.9,2373.0,2027.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:48.157,0.4,0.9,0.4,1.0,2385.0,1989.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:49.158,0.4,0.9,0.4,1.0,2369.0,1967.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:50.157,0.4,1.0,0.4,1.0,2170.0,2058.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:51.156,0.4,0.9,0.4,1.0,2365.0,1973.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:52.157,0.4,0.9,0.4,1.0,2301.0,1971.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:53.157,0.4,0.8,0.4,0.9,2364.0,2001.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:19:54.157,0.4,0.9,0.4,0.9,2290.0,2042.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:55.156,0.4,0.9,0.4,0.9,2226.0,1996.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:56.157,0.4,0.9,0.4,0.9,2214.0,2018.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:57.156,0.4,0.8,0.4,1.0,2351.0,2015.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:58.157,0.4,0.9,0.4,1.0,2346.0,1993.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:19:59.156,0.4,0.8,0.4,1.0,2399.0,1980.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:00.156,0.4,0.9,0.4,1.0,2265.0,1997.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:01.156,0.4,0.9,0.4,0.9,2285.0,2044.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:02.156,0.3,0.8,0.4,0.9,2252.0,2003.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:20:03.156,0.4,0.9,0.4,0.9,2356.0,1994.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:04.157,0.4,0.9,0.4,1.0,2367.0,1946.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:05.158,0.4,0.9,0.4,1.0,2338.0,1945.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:06.156,0.4,1.0,0.4,1.0,2276.0,2017.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:07.156,0.4,0.9,0.4,1.0,2419.0,1986.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:08.155,0.4,0.8,0.3,0.9,2358.0,2011.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:09.156,0.4,0.9,0.4,0.9,2208.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:10.157,0.4,0.8,0.4,0.9,2386.0,1955.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:20:11.157,0.4,0.9,0.4,0.9,2337.0,2045.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
