时间,LD1电流(A),LD1电压(V),LD2电流(A),LD2电压(V),PD温度(℃),PD功率(W),TEC1温度(℃),TEC1电流(A),TEC1功率(W),TEC2温度(℃),TEC2电流(A),TEC2功率(W),TEC3温度(℃),TEC3电流(A),TEC3功率(W),TEC4温度(℃),TEC4电流(A),TEC4功率(W),
2025年12月13日 18:44:10.058,0.5,1.2,0.5,1.2,2551.0,2256.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:44:11.044,0.5,1.2,0.5,1.3,2358.0,2176.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:44:12.043,0.5,1.2,0.5,1.2,2365.0,2178.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:44:13.043,0.5,1.2,0.5,1.2,2327.0,2225.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:44:14.043,0.5,1.1,0.4,1.2,2348.0,2176.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:44:15.044,0.5,1.2,0.5,1.2,2430.0,2183.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:05.058,0.5,1.2,0.5,1.4,2521.0,2318.0, -259.7,-20.0,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:06.055,0.5,1.3,0.5,1.4,2453.0,2284.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:07.043,0.5,1.2,0.5,1.4,2446.0,2219.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:08.043,0.5,1.2,0.5,1.3,2428.0,2213.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:09.043,0.5,1.3,0.5,1.2,2386.0,2260.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:10.044,0.5,1.2,0.5,1.2,2397.0,2196.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:11.295,0.5,1.2,0.5,1.2,2407.0,2195.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:12.044,0.5,1.2,0.4,1.2,2428.0,2180.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:13.044,0.5,1.2,0.5,1.3,2373.0,2190.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:14.044,0.5,1.3,0.5,1.3,2384.0,2145.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:15.043,0.5,1.2,0.5,1.2,2396.0,2175.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:16.044,0.5,1.1,0.5,1.2,2336.0,2252.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:17.057,0.5,1.1,0.5,1.2,2372.0,2199.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:18.047,0.5,1.3,0.5,1.3,2451.0,2232.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:19.064,0.5,1.1,0.4,1.2,2410.0,2215.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:20.055,0.5,1.1,0.5,1.2,2377.0,2181.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:21.052,0.5,1.2,0.5,1.2,2336.0,2128.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:22.047,0.5,1.1,0.5,1.2,2415.0,2172.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:23.044,0.5,1.1,0.5,1.3,2412.0,2173.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:24.054,0.5,1.2,0.5,1.2,2424.0,2177.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:25.048,0.5,1.1,0.5,1.2,2385.0,2191.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:26.045,0.5,1.1,0.5,1.2,2364.0,2191.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:27.052,0.5,1.2,0.4,1.2,2346.0,2200.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:28.051,0.5,1.1,0.5,1.2,2414.0,2152.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:29.048,0.5,1.2,0.5,1.2,2368.0,2193.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:30.047,0.4,1.1,0.4,1.1,2428.0,2180.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:31.056,0.5,1.1,0.5,1.2,2379.0,2174.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:32.053,0.5,1.1,0.5,1.3,2332.0,2146.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:33.047,0.5,1.1,0.5,1.2,2330.0,2136.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:34.045,0.5,1.1,0.5,1.2,2339.0,2159.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:35.050,0.5,1.2,0.4,1.2,2373.0,2111.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:36.046,0.5,1.1,0.5,1.2,2340.0,2194.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:37.044,0.5,1.1,0.5,1.3,2379.0,2170.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:38.054,0.5,1.1,0.5,1.2,2343.0,2160.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:39.052,0.5,1.1,0.5,1.2,2382.0,2140.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:40.050,0.5,1.1,0.4,1.2,2352.0,2200.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:41.047,0.5,1.1,0.5,1.1,2382.0,2153.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:42.046,0.5,1.1,0.5,1.2,2399.0,2221.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:43.045,0.5,1.1,0.4,1.2,2329.0,2161.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:44.058,0.4,1.1,0.5,1.2,2383.0,2172.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:45.606,0.5,1.1,0.4,1.2,2338.0,2159.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:46.049,0.5,1.1,0.4,1.1,2371.0,2171.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:47.048,0.5,1.2,0.5,1.2,2338.0,2154.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:48.046,0.5,1.1,0.5,1.1,2411.0,2150.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:49.045,0.5,1.1,0.4,1.2,2331.0,2144.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:45:50.045,0.4,1.1,0.5,1.1,2345.0,2148.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:51.058,0.5,1.1,0.5,1.2,2298.0,2144.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:52.051,0.5,1.2,0.5,1.2,2374.0,2151.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:53.049,0.5,1.1,0.5,1.2,2363.0,2142.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:54.058,0.5,1.1,0.5,1.2,2322.0,2174.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:55.053,0.4,1.1,0.4,1.1,2352.0,2153.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:56.055,0.5,1.1,0.5,1.2,2390.0,2215.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:57.055,0.5,1.1,0.4,1.2,2297.0,2109.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:45:58.063,0.4,1.1,0.4,1.2,2334.0,2158.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:45:59.049,0.5,1.1,0.4,1.2,2364.0,2172.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:00.046,0.4,1.1,0.4,1.1,2316.0,2151.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:46:01.058,0.5,1.1,0.4,1.2,2342.0,2155.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:02.057,0.5,1.1,0.4,1.2,2339.0,2116.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:03.057,0.5,1.2,0.5,1.2,2395.0,2160.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:04.048,0.5,1.1,0.4,1.2,2326.0,2101.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:05.050,0.5,1.1,0.5,1.2,2341.0,2151.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:06.046,0.5,1.1,0.5,1.2,2362.0,2177.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:07.046,0.5,1.2,0.5,1.2,2394.0,2143.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:08.044,0.5,1.1,0.4,1.1,2337.0,2115.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:09.055,0.5,1.2,0.5,1.2,2295.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:10.048,0.5,1.1,0.5,1.2,2343.0,2122.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:46:11.087,0.5,1.1,0.5,1.1,2402.0,2214.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:12.053,0.5,1.1,0.5,1.2,2514.0,2226.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:13.048,0.5,1.1,0.4,1.2,2352.0,2147.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:14.056,0.5,1.2,0.5,1.2,2305.0,2146.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:15.052,0.5,1.2,0.5,1.2,2328.0,2128.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:16.050,0.5,1.1,0.4,1.1,2324.0,2143.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:17.056,0.4,1.1,0.5,1.1,2326.0,2158.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:18.056,0.5,1.1,0.4,1.1,2349.0,2195.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:19.052,0.5,1.1,0.4,1.2,2359.0,2188.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:20.050,0.5,1.1,0.4,1.2,2287.0,2142.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:21.048,0.5,1.1,0.5,1.2,2260.0,2115.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:22.044,0.4,1.0,0.4,1.1,2346.0,2178.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:24.567,0.5,1.2,0.5,1.2,2393.0,2138.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:24.569,0.5,1.0,0.4,1.2,2328.0,2135.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:25.047,0.5,1.1,0.5,1.2,2315.0,2118.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:26.058,0.5,1.1,0.4,1.1,2400.0,2107.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:27.054,0.5,1.1,0.4,1.2,2283.0,2137.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:28.052,0.5,1.1,0.4,1.2,2373.0,2167.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:29.046,0.5,1.1,0.5,1.2,2333.0,2145.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:30.044,0.4,1.1,0.4,1.2,2353.0,2169.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:31.049,0.5,1.2,0.5,1.2,2335.0,2165.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:32.049,0.5,1.1,0.4,1.2,2394.0,2157.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:33.057,0.4,1.0,0.4,1.1,2348.0,2125.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:34.052,0.4,1.0,0.4,1.1,2311.0,2133.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:35.051,0.5,1.1,0.5,1.2,2282.0,2102.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:36.050,0.4,1.0,0.4,1.1,2316.0,2110.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:37.043,0.5,1.1,0.5,1.2,2324.0,2109.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:38.056,0.4,1.1,0.4,1.1,2319.0,2163.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:39.051,0.5,1.0,0.5,1.1,2323.0,2098.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:40.052,0.5,1.1,0.5,1.2,2336.0,2195.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:41.058,0.4,1.0,0.4,1.1,2300.0,2117.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:42.050,0.4,1.0,0.4,1.1,2276.0,2112.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:43.052,0.5,1.2,0.5,1.2,2339.0,2122.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:44.049,0.5,1.1,0.4,1.1,2300.0,2150.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:45.050,0.5,1.1,0.5,1.2,2339.0,2133.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:46.050,0.5,1.1,0.5,1.2,2361.0,2177.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:47.060,0.5,1.0,0.4,1.1,2311.0,2111.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:48.049,0.5,1.2,0.5,1.2,2357.0,2172.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:49.045,0.4,1.0,0.4,1.1,2304.0,2098.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:50.058,0.4,1.1,0.4,1.1,2287.0,2155.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:51.057,0.5,1.1,0.4,1.2,2349.0,2184.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:52.054,0.4,1.0,0.4,1.1,2407.0,2105.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:53.047,0.4,1.1,0.4,1.1,2307.0,2122.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:54.044,0.4,1.0,0.5,1.1,2293.0,2157.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:55.047,0.4,1.0,0.4,1.1,2334.0,2175.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:56.044,0.5,1.1,0.5,1.2,2325.0,2143.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:46:57.056,0.4,1.1,0.4,1.2,2267.0,2139.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:58.054,0.5,1.1,0.4,1.1,2264.0,2103.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:46:59.052,0.4,1.0,0.4,1.0,2319.0,2098.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:00.052,0.5,1.1,0.4,1.1,2366.0,2161.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:01.050,0.5,1.1,0.4,1.1,2347.0,2141.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:02.044,0.5,1.1,0.4,1.1,2341.0,2120.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:03.056,0.5,1.1,0.4,1.1,2323.0,2084.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:04.051,0.5,1.1,0.4,1.2,2306.0,2110.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:05.049,0.5,1.1,0.5,1.2,2384.0,2138.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:06.045,0.4,1.0,0.4,1.1,2342.0,2120.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:07.057,0.5,1.1,0.5,1.1,2360.0,2140.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:08.053,0.5,1.1,0.5,1.1,2250.0,2075.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:09.057,0.4,1.0,0.4,1.2,2253.0,2107.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:10.044,0.5,1.1,0.4,1.1,2415.0,2160.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:11.044,0.5,1.1,0.4,1.2,2325.0,2108.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:12.044,0.5,1.1,0.4,1.1,2333.0,2179.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:13.044,0.4,1.0,0.4,1.1,2316.0,2113.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:14.044,0.5,1.1,0.4,1.2,2260.0,2107.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:15.043,0.4,1.0,0.4,1.1,2305.0,2138.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:16.044,0.4,1.1,0.4,1.1,2277.0,2104.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:17.043,0.5,1.1,0.4,1.2,2364.0,2156.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
